Row,Expected,Predicted,Match
8217,general,shared,False
8218,household-services,childcare,False
8219,temporary,temporary,True
8220,real-estate,real-estate,True
8221,video-games,appliances,False
8222,cell-phones,cell-phones,True
8223,photography,photography,True
8224,household-services,household-services,True
8225,housing,housing,True
8226,cell-phones,cell-phones,True
8227,therapeutic,therapeutic,True
8228,appliances,appliances,True
8229,shared,shared,True
8230,temporary,temporary,True
8231,household-services,household-services,True
8232,automotive,automotive,True
8233,therapeutic,therapeutic,True
8234,temporary,temporary,True
8235,real-estate,real-estate,True
8236,therapeutic,therapeutic,True
8237,video-games,appliances,False
8238,shared,shared,True
8239,childcare,childcare,True
8240,therapeutic,therapeutic,True
8241,temporary,temporary,True
8242,video-games,video-games,True
8243,therapeutic,therapeutic,True
8244,photography,photography,True
8245,shared,wanted-housing,False
8246,shared,shared,True
8247,therapeutic,automotive,False
8248,photography,photography,True
8249,artists,general,False
8250,video-games,video-games,True
8251,cell-phones,cell-phones,True
8252,real-estate,real-estate,True
8253,shared,shared,True
8254,household-services,household-services,True
8255,general,childcare,False
8256,therapeutic,therapeutic,True
8257,childcare,childcare,True
8258,shared,shared,True
8259,temporary,temporary,True
8260,childcare,childcare,True
8261,appliances,appliances,True
8262,wanted-housing,wanted-housing,True
8263,household-services,household-services,True
8264,therapeutic,therapeutic,True
8265,wanted-housing,wanted-housing,True
8266,photography,photography,True
8267,photography,appliances,False
8268,wanted-housing,wanted-housing,True
8269,childcare,childcare,True
8270,temporary,temporary,True
8271,temporary,temporary,True
8272,appliances,appliances,True
8273,general,general,True
8274,shared,shared,True
8275,wanted-housing,wanted-housing,True
8276,shared,shared,True
8277,wanted-housing,shared,False
8278,shared,temporary,False
8279,real-estate,real-estate,True
8280,video-games,video-games,True
8281,therapeutic,therapeutic,True
8282,photography,photography,True
8283,activities,activities,True
8284,general,appliances,False
8285,household-services,automotive,False
8286,cell-phones,appliances,False
8287,wanted-housing,wanted-housing,True
8288,temporary,shared,False
8289,temporary,temporary,True
8290,shared,real-estate,False
8291,temporary,shared,False
8292,shared,wanted-housing,False
8293,therapeutic,therapeutic,True
8294,wanted-housing,wanted-housing,True
8295,photography,photography,True
8296,appliances,appliances,True
8297,household-services,therapeutic,False
8298,shared,shared,True
8299,household-services,household-services,True
8300,childcare,childcare,True
8301,household-services,real-estate,False
8302,video-games,video-games,True
8303,shared,shared,True
8304,real-estate,real-estate,True
8305,general,general,True
8306,wanted-housing,wanted-housing,True
8307,photography,photography,True
8308,therapeutic,therapeutic,True
8309,housing,temporary,False
8310,wanted-housing,shared,False
8311,artists,artists,True
8312,temporary,shared,False
8313,childcare,childcare,True
8314,appliances,appliances,True
8315,shared,shared,True
8316,childcare,childcare,True
8317,cell-phones,appliances,False
8318,activities,general,False
8319,household-services,therapeutic,False
8320,activities,activities,True
8321,automotive,automotive,True
8322,appliances,appliances,True
8323,cell-phones,cell-phones,True
8324,appliances,appliances,True
8325,artists,artists,True
8326,artists,artists,True
8327,wanted-housing,wanted-housing,True
8328,temporary,shared,False
8329,temporary,shared,False
8330,childcare,childcare,True
8331,temporary,shared,False
8332,household-services,household-services,True
8333,appliances,appliances,True
8334,appliances,appliances,True
8335,activities,childcare,False
8336,shared,shared,True
8337,automotive,automotive,True
8338,automotive,automotive,True
8339,appliances,appliances,True
8340,temporary,shared,False
8341,household-services,household-services,True
8342,household-services,household-services,True
8343,real-estate,therapeutic,False
8344,video-games,video-games,True
8345,household-services,household-services,True
8346,childcare,childcare,True
8347,automotive,automotive,True
8348,therapeutic,therapeutic,True
8349,cell-phones,cell-phones,True
8350,shared,shared,True
8351,temporary,temporary,True
8352,shared,shared,True
8353,housing,housing,True
8354,general,automotive,False
8355,childcare,childcare,True
8356,wanted-housing,wanted-housing,True
8357,photography,photography,True
8358,automotive,automotive,True
8359,appliances,appliances,True
8360,cell-phones,cell-phones,True
8361,automotive,automotive,True
8362,household-services,household-services,True
8363,real-estate,automotive,False
8364,cell-phones,photography,False
8365,photography,photography,True
8366,photography,appliances,False
8367,cell-phones,cell-phones,True
8368,real-estate,real-estate,True
8369,cell-phones,cell-phones,True
8370,video-games,video-games,True
8371,photography,photography,True
8372,cell-phones,cell-phones,True
8373,shared,shared,True
8374,childcare,childcare,True
8375,childcare,childcare,True
8376,real-estate,real-estate,True
8377,real-estate,household-services,False
8378,general,general,True
8379,shared,shared,True
8380,therapeutic,therapeutic,True
8381,photography,photography,True
8382,automotive,automotive,True
8383,wanted-housing,wanted-housing,True
8384,wanted-housing,wanted-housing,True
8385,temporary,temporary,True
8386,household-services,household-services,True
8387,appliances,appliances,True
8388,wanted-housing,wanted-housing,True
8389,temporary,temporary,True
8390,video-games,video-games,True
8391,shared,shared,True
8392,shared,shared,True
8393,shared,shared,True
8394,real-estate,real-estate,True
8395,appliances,appliances,True
8396,video-games,video-games,True
8397,cell-phones,cell-phones,True
8398,wanted-housing,wanted-housing,True
8399,temporary,housing,False
8400,household-services,household-services,True
8401,cell-phones,appliances,False
8402,real-estate,therapeutic,False
8403,temporary,shared,False
8404,cell-phones,cell-phones,True
8405,appliances,appliances,True
8406,wanted-housing,wanted-housing,True
8407,appliances,appliances,True
8408,artists,shared,False
8409,childcare,childcare,True
8410,housing,shared,False
8411,therapeutic,therapeutic,True
8412,shared,shared,True
8413,therapeutic,therapeutic,True
8414,general,childcare,False
8415,temporary,temporary,True
8416,video-games,video-games,True
8417,automotive,automotive,True
8418,temporary,shared,False
8419,therapeutic,therapeutic,True
8420,cell-phones,cell-phones,True
8421,shared,shared,True
8422,shared,shared,True
8423,wanted-housing,shared,False
8424,photography,photography,True
8425,wanted-housing,shared,False
8426,household-services,therapeutic,False
8427,childcare,childcare,True
8428,shared,shared,True
8429,photography,photography,True
8430,temporary,shared,False
8431,photography,photography,True
8432,cell-phones,cell-phones,True
8433,artists,artists,True
8434,artists,general,False
8435,wanted-housing,wanted-housing,True
8436,cell-phones,cell-phones,True
8437,video-games,appliances,False
8438,therapeutic,therapeutic,True
8439,childcare,childcare,True
8440,household-services,real-estate,False
8441,photography,appliances,False
8442,temporary,temporary,True
8443,temporary,shared,False
8444,temporary,shared,False
8445,photography,photography,True
8446,artists,wanted-housing,False
8447,appliances,appliances,True
8448,video-games,video-games,True
8449,childcare,childcare,True
8450,appliances,appliances,True
8451,real-estate,real-estate,True
8452,photography,photography,True
8453,photography,photography,True
8454,appliances,appliances,True
8455,activities,shared,False
8456,temporary,temporary,True
8457,real-estate,therapeutic,False
8458,childcare,childcare,True
8459,cell-phones,cell-phones,True
8460,temporary,shared,False
8461,shared,temporary,False
8462,appliances,appliances,True
8463,real-estate,real-estate,True
8464,household-services,household-services,True
8465,general,household-services,False
8466,cell-phones,cell-phones,True
8467,childcare,shared,False
8468,automotive,automotive,True
8469,real-estate,household-services,False
8470,photography,photography,True
8471,photography,photography,True
8472,photography,photography,True
8473,appliances,appliances,True
8474,activities,shared,False
8475,temporary,shared,False
8476,shared,shared,True
8477,therapeutic,therapeutic,True
8478,video-games,video-games,True
8479,shared,shared,True
8480,cell-phones,cell-phones,True
8481,cell-phones,cell-phones,True
8482,appliances,cell-phones,False
8483,shared,shared,True
8484,artists,artists,True
8485,cell-phones,cell-phones,True
8486,shared,shared,True
8487,cell-phones,cell-phones,True
8488,photography,photography,True
8489,cell-phones,cell-phones,True
8490,artists,childcare,False
8491,childcare,childcare,True
8492,appliances,appliances,True
8493,wanted-housing,wanted-housing,True
8494,general,activities,False
8495,wanted-housing,wanted-housing,True
8496,household-services,household-services,True
8497,shared,shared,True
8498,appliances,appliances,True
8499,cell-phones,cell-phones,True
8500,temporary,temporary,True
8501,shared,shared,True
8502,temporary,temporary,True
8503,shared,wanted-housing,False
8504,cell-phones,cell-phones,True
8505,appliances,appliances,True
8506,wanted-housing,wanted-housing,True
8507,general,general,True
8508,cell-phones,cell-phones,True
8509,cell-phones,appliances,False
8510,video-games,video-games,True
8511,real-estate,shared,False
8512,shared,shared,True
8513,household-services,automotive,False
8514,therapeutic,therapeutic,True
8515,childcare,childcare,True
8516,video-games,video-games,True
8517,video-games,video-games,True
8518,shared,shared,True
8519,therapeutic,therapeutic,True
8520,cell-phones,cell-phones,True
8521,cell-phones,cell-phones,True
8522,cell-phones,appliances,False
8523,shared,shared,True
8524,shared,shared,True
8525,cell-phones,cell-phones,True
8526,therapeutic,therapeutic,True
8527,temporary,temporary,True
8528,shared,shared,True
8529,general,wanted-housing,False
8530,activities,activities,True
8531,photography,photography,True
8532,temporary,shared,False
8533,childcare,childcare,True
8534,video-games,video-games,True
8535,wanted-housing,wanted-housing,True
8536,shared,shared,True
8537,wanted-housing,shared,False
8538,childcare,childcare,True
8539,household-services,therapeutic,False
8540,wanted-housing,wanted-housing,True
8541,therapeutic,shared,False
8542,appliances,video-games,False
8543,shared,shared,True
8544,real-estate,shared,False
8545,shared,shared,True
8546,cell-phones,cell-phones,True
8547,real-estate,household-services,False
8548,automotive,automotive,True
8549,real-estate,real-estate,True
8550,cell-phones,cell-phones,True
8551,cell-phones,cell-phones,True
8552,appliances,appliances,True
8553,real-estate,household-services,False
8554,childcare,childcare,True
8555,therapeutic,therapeutic,True
8556,general,general,True
8557,real-estate,real-estate,True
8558,therapeutic,therapeutic,True
8559,appliances,appliances,True
8560,shared,shared,True
8561,temporary,temporary,True
8562,appliances,appliances,True
8563,shared,shared,True
8564,temporary,shared,False
8565,activities,general,False
